prod_solar-UPV,load_solar-UPV,prod_wind-onshore,load_wind-onshore,prod_ng,load_ng,prod_CCGT,load_CCGT,sLev,sCh,sDis,demand
0.0,0.0,24197.752196348978,10567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10567.0
0.0,0.0,29101.732601635318,10397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10397.0
0.0,0.0,31949.263722704898,10415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10415.0
0.0,0.0,35696.27278700848,10776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10776.0
0.0,0.0,39274.54021526044,11961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11961.0
0.0,0.0,41776.30737128769,14153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14153.0
0.0,0.0,41746.64651732174,15764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15764.0
83.79055263247253,83.79055263247253,40541.42524550834,16095.209447367528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16179.0
490.0624239179008,490.0624239179008,39799.97512582622,15889.937576082099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16380.0
1391.4633960291083,1391.4633960291083,39947.26814773161,15191.536603970892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16583.0
1285.4164410941364,1285.4164410941364,37964.94256302121,15425.583558905864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16711.0
1413.8449811179323,1413.8449811179323,36919.77544466112,15251.155018882067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16665.0
1542.986384464462,1542.986384464462,36845.32644086348,15053.013615535538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16596.0
4953.612140597751,4953.612140597751,39126.29747560898,11515.38785940225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16469.0
8567.71735258333,8567.71735258333,38819.39588111493,7851.28264741667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16419.0
0.0,0.0,38547.28623425065,17156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17156.0
0.0,0.0,36602.53806762378,18230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18230.0
0.0,0.0,35604.41528013889,18075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18075.0
0.0,0.0,38587.58474606649,17569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17569.0
